Product Code(*),Product Name(*),Category(*),Sub Category(*),Distributor Price,Warraanty,Gst,Mrp,Base Price,Stock,SBU,Poll,MOQ,Description,Product Category
SPGS4050S2204P6252,SPGS-PWM4050-MS2206024TT4N-P625BW2N,PSD,SPGS,1000,36 months,18,1900,600,,SBU06,4,500,SPGS-PWM4050-MS2206024TT4N-P625BW2N,PSD
